text,target,category,polarity,from,to,id,_rid,target,category,polarity,from,to,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to
It's called The Diner now...FYI,,,,,,356:00:00,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try their 2ar3 3assal great way to end up a meal,2ar3 3assal,FOOD#QUALITY,positive,10,21,357:00:00,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the 5th!!,,,,,,358:00:00,358,,,,,,They are always a great suprise!!,,,,,,358:01:00,They run awesome specials daily!!,specials,FOOD#QUALITY,positive,17,25,358:02:00,Just ask!!,,,,,,358:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It was so hot my kids refused to eat.,,AMBIENCE#GENERAL,negative,0,0,359:00:00,359,,,,,,The air conditioning is on but it is cooler outside (with a breeze) than inside.,air conditioning,AMBIENCE#GENERAL,negative,4,20,359:01:00,They think they are saving a few pennies...,,SERVICE#GENERAL,negative,0,0,359:02:00,It was empty on a Wed afternoon,,,,,,359:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't get the reuben.,reuben,FOOD#QUALITY,negative,14,20,360:00:00,360,,,,,,One of the worst I've ever had.,,FOOD#QUALITY,negative,0,0,360:01:00,"The other menu items I've had are quite good, however.",menu items,FOOD#QUALITY,positive,10,20,360:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mixed with almond, chocolatechips, blueberry, crushedgrahams.",,,,,,361:00:00,361,,,,,,Soo yummy!!,,FOOD#QUALITY,positive,0,0,361:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order the iced green tea strawberry creme ....So good,iced green tea strawberry creme,FOOD#QUALITY,positive,10,41,362:00:00,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's not on the menu as a dipping sauce, but ask for the Creamy Jalapeño sauce as a dip for your tortilla chips",Creamy Jalapeño sauce,FOOD#QUALITY,positive,57,78,363:00:00,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm having sirloin with BBQ sauce and mozzarella cheese mushroom burger,,,,,,364:00:00,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good beer, tourist prices ;)",beer,DRINKS#QUALITY,positive,5,9,365:00:00,365,,RESTAURANT#PRICES,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nice and quite place with relaxed atmosphere at the midst of the relatively business district.,place,RESTAURANT#GENERAL,positive,15,20,366:00:00,366,atmosphere,AMBIENCE#GENERAL,positive,34,44,"Great place for Friends, Family, and couples during the evening.",place,RESTAURANT#MISCELLANEOUS,positive,6,11,366:01:00,Need to improve the service though!,service,SERVICE#GENERAL,negative,20,27,366:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expensive and not very authentic.,,RESTAURANT#PRICES,negative,0,0,367:00:00,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed is sausagefest.,,,,,,368:00:00,368,,,,,,Thurs/Fri are the best nights,Thurs/Fri are the best nights,RESTAURANT#MISCELLANEOUS,positive,0,29,368:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The brownie was quite tasty,brownie,FOOD#QUALITY,positive,4,11,369:00:00,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The dish is great, some are so-so but still great.",dish,FOOD#QUALITY,positive,4,8,370:00:00,370,some,FOOD#QUALITY,neutral,19,23,Love the salad and fruit bar.,salad and fruit bar,FOOD#STYLE_OPTIONS,positive,9,28,370:01:00,Fancy interior design.,interior design,AMBIENCE#GENERAL,positive,6,21,370:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8pc spicy tuna roll for only $2!,picy tuna roll,FOOD#PRICES,positive,5,19,371:00:00,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pork tacos a little salty but good size portion.,Pork tacos,FOOD#QUALITY,neutral,0,10,372:00:00,372,portion,FOOD#STYLE_OPTIONS,positive,40,47,Love the strawberry salad :),strawberry salad,FOOD#QUALITY,positive,9,25,372:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love the whole wheat bread...,whole wheat bread,FOOD#QUALITY,positive,9,26,373:00:00,373,,,,,,Just noticed today that CF sells a whole baguette.,,,,,,373:01:00,Yummmmy!!,,FOOD#QUALITY,positive,0,0,373:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Really great pho in a hole in the wall on Colfax.,pho,FOOD#QUALITY,positive,13,16,374:00:00,374,,,,,,Get the beef pho! (and they deliver),beef pho,FOOD#QUALITY,positive,8,16,374:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the baby back ribs & shrimp is always da best.... ♡,baby back ribs & shrimp,FOOD#QUALITY,positive,4,27,375:00:00,375,,FOOD#QUALITY,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you're in lewiston,ME,you cant deny yourself the best atmosphere and the friendliest service you will ever find at a restaurant.",atmosphere,AMBIENCE#GENERAL,positive,57,67,376:00:00,376,service,SERVICE#GENERAL,positive,88,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet & Chilli chicken!!!,Sweet & Chilli chicken,FOOD#QUALITY,positive,0,22,377:00:00,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El meseroo distraidooo -_____-,,,,,,378:00:00,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Absolutely the best little coffee shop around... one of everything... mix your own flavors of coffee beans,...",coffee shop,RESTAURANT#GENERAL,positive,27,38,379:00:00,379,flavors of coffee beans,FOOD#STYLE_OPTIONS,positive,83,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One of my fav burger joint.,burger joint,RESTAURANT#GENERAL,positive,14,26,380:00:00,380,,,,,,If u love classic you get The Shack and their signature frieds.,signature frieds,FOOD#QUALITY,positive,46,62,380:01:00,More click here : http://www.taufulou.com/2013/06/28/kgb-jalan-telawi-bangsar/,,,,,,380:02:00,,,,,,,,Shack,FOOD#PRICES,positive,30,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try Por Pia Thod n' Tod Mun Pla or Goong,Por Pia Thod,FOOD#QUALITY,positive,4,16,381:00:00,381,Tod Mun Pla,FOOD#QUALITY,positive,20,31,,,,,,,,,,,,,,,,,,,,,,,,,,,Goong,FOOD#QUALITY,positive,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forgot to mention, cash only!",,,,,,382:00:00,382,,,,,,So be prepared.,,,,,,382:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday brunch is awesome,brunch,FOOD#QUALITY,positive,7,13,383:00:00,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Call ahead to get a Hot-N-Ready pizza!,Hot-N-Ready pizza,FOOD#QUALITY,positive,20,37,384:00:00,384,,,,,,They never have any ready don't know why they call it that then!!!,,,,,,384:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Love all Cuban food, here the best menu item is the roast pork",food,FOOD#QUALITY,positive,15,19,385:00:00,385,roast pork,FOOD#QUALITY,positive,52,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just amazing burgers!,burgers,FOOD#QUALITY,positive,13,20,386:00:00,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downstairs.,,,,,,387:00:00,387,,,,,,Photobooth.,,,,,,387:01:00,Huge mirrored bathrooms.,,,,,,387:02:00,Groupergram fun.,,,,,,387:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For WiFi, use Kepler's",,,,,,388:00:00,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order your favorite breakfast or brunch item on a weekend (I recommend the Nova on a Bagel) and do some people watching in Lake Worth.,Nova on a Bagel,FOOD#QUALITY,positive,75,90,389:00:00,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone number 973-484-5718 so I don't have to keep asking Herb lol,,,,,,390:00:00,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Request Jessica as your server, she's great!",Jessica,SERVICE#GENERAL,positive,8,15,391:00:00,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No drive-through, so have fun navigating the horrible parking lot and snarled entryway.",,RESTAURANT#MISCELLANEOUS,negative,0,0,392:00:00,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Might be the best sandwich spot I've been to.,sandwich spot,RESTAURANT#GENERAL,positive,18,31,393:00:00,393,,,,,,Be prepared to wait in line...,,SERVICE#GENERAL,negative,0,0,393:01:00,The wait is worth it.,,FOOD#QUALITY,positive,0,0,393:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food is awesome!,Food,FOOD#QUALITY,positive,0,4,394:00:00,394,,,,,,The Wait staff is cool and helpful.,Wait staff,SERVICE#GENERAL,positive,4,14,394:01:00,Really good live music!,live music,AMBIENCE#GENERAL,positive,12,22,394:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic bread-> heaven,Garlic bread,FOOD#QUALITY,positive,0,12,395:00:00,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place gives Hot Doug's a run for it's money.,place,RESTAURANT#PRICES,positive,5,10,396:00:00,396,,,,,,"If they had duck fat fries and a foie gras dog, I'd never go to Chicago again.",,,,,,396:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Use the door on the left!!!!,,,,,,397:00:00,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I had a meal where the staff from the senior manger to junior team took care of me.,staff,SERVICE#GENERAL,positive,23,28,398:00:00,398,senior manger,SERVICE#GENERAL,positive,38,51,Very satisfying customer service & good taste,service,SERVICE#GENERAL,positive,25,32,398:01:00,,,,,,,,,,,,,,,taste,FOOD#QUALITY,positive,40,45,junior team,SERVICE#GENERAL,positive,55,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stupid Time Machine now resides at The New Movement (1919 Burgundy) so check out COMEDY BEAST at 8:30 here EVERY TUESDAY!,,,,,,399:00:00,399,,,,,,Shit WILL get cray.,,RESTAURANT#GENERAL,negative,0,0,399:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm the only thing good in here,,RESTAURANT#GENERAL,negative,0,0,400:00:00,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the fries are good,fries,FOOD#QUALITY,positive,4,9,401:00:00,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing dumplings.,dumplings,FOOD#QUALITY,positive,8,17,402:00:00,402,,,,,,But I somehow like the pan fried better.,pan,FOOD#QUALITY,negative,23,26,402:01:00,The non-veg combo is also a good deal :D,non-veg combo,FOOD#PRICES,positive,4,17,402:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-4-1 all day every day,,,,,,403:00:00,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need to take some time to find this restaurant as the road is vry dark.,,LOCATION#GENERAL,negative,0,0,404:00:00,404,,,,,,Worth the trip!,,RESTAURANT#GENERAL,positive,0,0,404:01:00,"Must try the steam fish, salted egg sotong, & pork hand!",steam fish,FOOD#QUALITY,positive,13,23,404:02:00,,,,,,,,,,,,,,,,,,,,,,,salted egg sotong,FOOD#QUALITY,positive,25,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pork hand,FOOD#QUALITY,positive,46,55,,,,,
Love the banana foster and red velvet,banana foster and red velvet,FOOD#QUALITY,positive,9,37,405:00:00,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mac and cheese is amazing and deceptively filling.,Mac and cheese,FOOD#QUALITY,positive,0,14,406:00:00,406,Mac and cheese,FOOD#STYLE_OPTIONS,positive,0,14,Try a biscuit bomb for an app with a friend.,biscuit bomb,FOOD#QUALITY,positive,6,18,406:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food is just excellent!,food,FOOD#QUALITY,positive,4,8,407:00:00,407,,,,,,And cava too :),cava,DRINKS#QUALITY,positive,4,8,407:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dont let the odd location scare you.,location,LOCATION#GENERAL,negative,17,25,408:00:00,408,,,,,,Its a really great place,place,RESTAURANT#GENERAL,positive,19,24,408:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't come by here at 2:30 pm or so unless you want to stand in line with a dozen + teenyboppers!,,RESTAURANT#MISCELLANEOUS,negative,0,0,409:00:00,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's ok!,,RESTAURANT#GENERAL,positive,0,0,410:00:00,410,,,,,,Kashmir Restaurant on Penang Road reins supreme!,Kashmir Restaurant,RESTAURANT#GENERAL,positive,0,18,410:01:00,They have more tender and more fresh chicken!,chicken,FOOD#QUALITY,positive,37,44,410:02:00,Fresher and tastier dal!,dal,FOOD#QUALITY,positive,20,23,410:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better biryani!,biryani,FOOD#QUALITY,positive,7,14,410:04:00,Fresher and softer naan - the naan here is cardboard,naan,FOOD#QUALITY,positive,19,23,410:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The mac and cheese isn't quite as good as at Mishkin's, but still a belter.",mac and cheese,FOOD#QUALITY,positive,4,18,411:00:00,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ties for fav shawarma in town for me.,shawarma,FOOD#QUALITY,positive,13,21,412:00:00,412,,,,,,"Try the vegetarian and delicious Sam Sandwich, I'm not even vegetarian and I love it.",Sam Sandwich,FOOD#QUALITY,positive,33,45,412:01:00,"Lamb is also amazing, not on the menu so you have to ask.",Lamb,FOOD#QUALITY,positive,0,4,412:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
