rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,LOCATION#GENERAL,positive
,"It is set far from the small street it's on, and there is no traffic noise.",LOCATION#GENERAL,positive
,"The food is good, especially their more basic dishes, and the drinks are delicious.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,DRINKS#QUALITY,positive
,"This is a great place to take out-of-towners, and perfect for watching the sunset.",LOCATION#GENERAL,positive
447697,Great sushi experience.,FOOD#QUALITY,positive
,Nice value.,RESTAURANT#PRICES,positive
,Unique apppetizers.,FOOD#QUALITY,positive
,Try sushimi cucumber roll.,FOOD#QUALITY,positive
449802,"Good spreads, great beverage selections and bagels really tasty.",FOOD#QUALITY,positive
,,DRINKS#STYLE_OPTIONS,positive
,,FOOD#QUALITY,positive
,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,SERVICE#GENERAL,negative
,I complete the total bagel experience by having it lightly toasted.,,
,Murray won't do it.,SERVICE#GENERAL,negative
,Won't or Can't is not in the service directory.,SERVICE#GENERAL,negative
,But who says Murray's is anything about service.,SERVICE#GENERAL,negative
,"So close, but not good enough.",RESTAURANT#GENERAL,neutral
454704,Don't be fooled by crowds of people.,RESTAURANT#MISCELLANEOUS,negative
,The service is awful.,SERVICE#GENERAL,negative
,This place is not worth the prices.,RESTAURANT#GENERAL,negative
,,RESTAURANT#PRICES,negative
,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",SERVICE#GENERAL,negative
455623,Love Pizza 33..,RESTAURANT#GENERAL,positive
,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,FOOD#QUALITY,positive
,I live in the neightborhood and am a regular.,,
,It hits the spot every time,RESTAURANT#GENERAL,positive
461928,This tiny Williamsburg spot is always pleasantly surprising.,RESTAURANT#GENERAL,positive
,The pizza is delicious and the proprietor is one of the nicest in NYC.,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,Even the pasta is delicious here (a rarity in New York pizza restaurants).,,
,I've been many time and have never been disappointed.,RESTAURANT#GENERAL,positive
464215,"Compared to Ess-a, Tal offers a less doughy bagel!",,
,They even scoop it out nice (for those on a diet) not too much not to little.,FOOD#STYLE_OPTIONS,positive
,The cream cheeses are out of this world and I love that coffee!!,FOOD#QUALITY,positive
,,DRINKS#QUALITY,positive
,A little crowded but they move that line really fast!,SERVICE#GENERAL,positive
,,RESTAURANT#MISCELLANEOUS,negative
,A little pricey but it really hits the spot on a Sunday morning!,RESTAURANT#PRICES,negative
,,RESTAURANT#GENERAL,positive
464342,"Bagels are ok, but be sure not to make any special requests!",FOOD#QUALITY,neutral
,,SERVICE#GENERAL,negative
,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE#GENERAL,negative
,Be sure not to get anything other than bagels!..,FOOD#QUALITY,negative
,,FOOD#QUALITY,positive
,the turkey burgers are scary!,FOOD#QUALITY,negative
470488,The worst excuse for Japanese food I've ever encountered.,FOOD#QUALITY,negative
,The soup for the udon was soy sauce and water.,FOOD#QUALITY,negative
,The sushi was awful!,FOOD#QUALITY,negative
,The rice was poor quality and was cooked so badly it was hard.,FOOD#QUALITY,negative
,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,"The fish was adequate, but inexpertly sliced.",FOOD#STYLE_OPTIONS,negative
,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,FOOD#QUALITY,negative
475298,"Good, fast service.",SERVICE#GENERAL,positive
,I would highly recommend.,RESTAURANT#GENERAL,positive
,Food is great and inexpensive.,FOOD#QUALITY,positive
,,FOOD#PRICES,positive
,The location is perfect.,LOCATION#GENERAL,positive
,Give it a try and enjoy.,RESTAURANT#GENERAL,positive
475512,I thought going to Jimmys would give me a real Domincan exprience.,,
,Jimmy is Dominican!,,
,"Well, this place is so Ghetto its not even funny.",AMBIENCE#GENERAL,negative
,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,DRINKS#PRICES,negative
,,AMBIENCE#GENERAL,negative
,Would NEVER go back there.,RESTAURANT#GENERAL,negative
,Too bad Latin Quarters closed.,,
,"That place was awesome,,,  sally !",,
476473,Awsome Pizza especially the Margheritta slice.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,Always busy but fast moving.,SERVICE#GENERAL,positive
,Great atmoshere and worth every bit.,AMBIENCE#GENERAL,positive
,,RESTAURANT#GENERAL,positive
,Open late (well as late as I ever got there and I'm a night person),RESTAURANT#MISCELLANEOUS,positive
483111,Winnie and her staff are the best crew you can find serving you.,SERVICE#GENERAL,positive
,,SERVICE#GENERAL,positive
,The food is reliable and the price is moderate.,FOOD#QUALITY,positive
,,RESTAURANT#PRICES,neutral
,What more can you ask for?,RESTAURANT#GENERAL,positive
485026,"For authentic Thai food, look no further than Toons.",FOOD#QUALITY,positive
,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",,
,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
485767,Everything about this restaurant was special.,RESTAURANT#GENERAL,positive
,"The service was attentive, yet discreet.",SERVICE#GENERAL,positive
,The flavors robust and subtle.,FOOD#QUALITY,positive
,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,FOOD#QUALITY,positive
,I'm saving up for my next visit.,RESTAURANT#GENERAL,positive
485966,I went there in late afternoon for some bite size food and refleshment with my date.,,
,The place was quiet and delightful.,AMBIENCE#GENERAL,positive
,Service was good and food is wonderful.,SERVICE#GENERAL,positive
,,FOOD#QUALITY,positive
,I did not try the caviar but I tried their salmon and crab salad (they are all good),FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,It is definitely a good spot for snacks and chat.,RESTAURANT#GENERAL,positive
490565,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",RESTAURANT#GENERAL,positive
,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE#GENERAL,positive
,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE#GENERAL,positive
,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS#QUALITY,positive
,,DRINKS#STYLE_OPTIONS,positive
,,DRINKS#PRICES,positive
,,DRINKS#QUALITY,positive
,,AMBIENCE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",AMBIENCE#GENERAL,positive
,You can't go wrong with this place.,RESTAURANT#GENERAL,positive
493013,Suan is a great place that I often take my friends (classmates) too.,RESTAURANT#GENERAL,positive
,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",LOCATION#GENERAL,positive
,,RESTAURANT#PRICES,positive
,I LOVE their Thai,FOOD#QUALITY,positive
,noodles with shrimp and chicken and coconut juice is the MUST!,FOOD#QUALITY,positive
,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",,
,I will go back to Suan soon!,RESTAURANT#GENERAL,positive
,In summer-eat outside on a terrace (another great feature of Suan)!!!,AMBIENCE#GENERAL,positive
493514,I cannot imagine a friendlier staff working in a restaurant.,SERVICE#GENERAL,positive
,I cannot imagine better Indian food in all of the city.,FOOD#QUALITY,positive
,I cannot imagine you not rushing out to eat there.,RESTAURANT#GENERAL,positive
494850,This restaurant used to be our regular Thursday night dinner location.,,
,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",FOOD#QUALITY,negative
,,SERVICE#GENERAL,negative
,I wish they would change back to what it was before.,RESTAURANT#GENERAL,negative
,The food now is inconsistent.,FOOD#QUALITY,negative
496132,This is the kind of place you'd like to take all your friends to and still keep a secret.,RESTAURANT#MISCELLANEOUS,positive
,The setting is casual and romantic.,AMBIENCE#GENERAL,positive
,Prices are very good.,RESTAURANT#PRICES,positive
,The food is excellent!,FOOD#QUALITY,positive
,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",FOOD#QUALITY,positive
498657,"Do not get the Go Go Hamburgers, no matter what the reviews say.",FOOD#QUALITY,negative
,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,FOOD#QUALITY,negative
,,FOOD#STYLE_OPTIONS,negative
,,FOOD#PRICES,negative
,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",FOOD#PRICES,negative
,,FOOD#QUALITY,positive
,Steamed fresh so brought hot hot hot to your table.,FOOD#QUALITY,positive
,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",SERVICE#GENERAL,negative
,,AMBIENCE#GENERAL,negative
,,RESTAURANT#MISCELLANEOUS,negative
,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,These are overpriced and you can get better just around the corner:,FOOD#PRICES,negative
,,FOOD#QUALITY,negative
,turnip cakes at the little kiosk on east side of Mott St. just south of bayard,,
,egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,,
503807,After passing by this restaurant for sometime I finally decided to go in and have dinner.,,
,I was pleasantly suprised.,RESTAURANT#GENERAL,positive
,The food was exceptional.,FOOD#QUALITY,positive
,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",,
,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",FOOD#QUALITY,positive
,The service was friendly and the atmosphere was casual.,SERVICE#GENERAL,positive
,,AMBIENCE#GENERAL,neutral
,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,FOOD#QUALITY,positive
,,AMBIENCE#GENERAL,neutral
505535,this little place has a cute interior decor and affordable city prices.,AMBIENCE#GENERAL,positive
,,RESTAURANT#PRICES,positive
,"the pad se ew chicken was delicious, however the pad thai was far too oily.",FOOD#QUALITY,positive
,,FOOD#QUALITY,negative
,i would just ask for no oil next time.,,
507755,"Have eaten at Ginger House several times, and it's always good.",RESTAURANT#GENERAL,positive
,The fried dumplings are GREAT!,FOOD#QUALITY,positive
,Finally a reliable Chinese restaurant!,RESTAURANT#GENERAL,positive
507844,This place would be so much better served by being run by a group that actually understands customer service.,SERVICE#GENERAL,negative
,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",RESTAURANT#MISCELLANEOUS,negative
,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",SERVICE#GENERAL,negative
,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",SERVICE#GENERAL,negative
,"Terrible, terrible management - deserves to be shut-down.",SERVICE#GENERAL,negative
,,RESTAURANT#GENERAL,negative
507937,Never fails to please.,RESTAURANT#GENERAL,positive
,"delicious bagels, especially when right out of the oven.",FOOD#QUALITY,positive
,Spreads and toppings are great - though a bit pricey.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#PRICES,negative
,,FOOD#PRICES,negative
,Service is fast and friendly.,SERVICE#GENERAL,positive
,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",SERVICE#GENERAL,negative
,But that is highly forgivable.,SERVICE#GENERAL,positive
509227,"Been there, done that, and New York, it's not that big a deal.",RESTAURANT#GENERAL,neutral
,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",FOOD#QUALITY,negative
,,AMBIENCE#GENERAL,negative
