rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,"ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them.",LAPTOP#GENERAL,positive
,,COMPANY#GENERAL,positive
351,little short on RAM but you get what you pay for.,MEMORY#DESIGN_FEATURES,neutral
,"the hinge design forced you to place various connections all around the computer, left right and front.",LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#USABILITY,negative
,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",PORTS#DESIGN_FEATURES,negative
,,MOUSE#USABILITY,negative
,,LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#USABILITY,negative
,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#USABILITY,negative
,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",OS#GENERAL,positive
,,LAPTOP#USABILITY,negative
,,LAPTOP#DESIGN_FEATURES,negative
,,COMPANY#GENERAL,negative
134,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,LAPTOP#GENERAL,positive
,,SUPPORT#GENERAL,negative
,The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,SHIPPING#QUALITY,positive
,,SUPPORT#QUALITY,negative
,I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,,
,They were totally unconcerned that the computer was not correctly repaired in the first place.,SUPPORT#QUALITY,negative
,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,SHIPPING#QUALITY,negative
,The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue.,SHIPPING#QUALITY,negative
,Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky.,SHIPPING#QUALITY,negative
,By Air sounds more like by truck to Me.,,
,And Toshiba is totally unconcerned.,SUPPORT#QUALITY,negative
,The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,SUPPORT#QUALITY,negative
,We don't Mind and You don't Matter.,SUPPORT#QUALITY,negative
,I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,LAPTOP#GENERAL,negative
,,COMPANY#GENERAL,negative
,When it come time for warranty service to Toshiba you don't matter.,SUPPORT#QUALITY,negative
112,Windows Vista makes this computer almost unusable for online service.,OS#GENERAL,negative
,,LAPTOP#USABILITY,negative
,I've tried going back to XL but there still problems.,LAPTOP#USABILITY,negative
,The technical service for dell is so 3rd world it might as well not even bother.,SUPPORT#QUALITY,negative
,Just a bunch of idiots who's English as a 5th language is forced at best.,SUPPORT#QUALITY,negative
,I'm all for saving money but Dell needs to step it up.,COMPANY#GENERAL,negative
324,Good price.,LAPTOP#PRICE,positive
,Basic computer.,LAPTOP#MISCELLANEOUS,neutral
,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,LAPTOP#MISCELLANEOUS,neutral
,It has worked fine.,LAPTOP#OPERATION_PERFORMANCE,positive
328,Handles all my basic media needs easily.,LAPTOP#MISCELLANEOUS,positive
,Can listen to my music and watch my videos with ease and with a great display.,DISPLAY#GENERAL,positive
,,LAPTOP#USABILITY,positive
,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#CONNECTIVITY,positive
,It's a great prodcut to handle basic computing needs.,LAPTOP#MISCELLANEOUS,positive
380,I've had this laptop for about a month now.,,
,It has served my needs quite nicely for the most part.,LAPTOP#GENERAL,positive
,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",MEMORY#DESIGN_FEATURES,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",,
,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,PORTS#QUALITY,negative
,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",HARDWARE#QUALITY,negative
,,LAPTOP#PRICE,negative
,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",LAPTOP#PRICE,positive
,,LAPTOP#MISCELLANEOUS,neutral
391,Let me start with the good:So awesome.,LAPTOP#GENERAL,positive
,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS#GENERAL,positive
,,CPU#OPERATION_PERFORMANCE,positive
,,LAPTOP#DESIGN_FEATURES,positive
,This is my second MacBook.,,
,"The first one I had was a 2006 model, not the Pro.",,
,I fell in love with it.,,
,This one has had the same effect.,LAPTOP#GENERAL,positive
,"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.",,
,"The improvements to the OS have been relatively gradual, but substantive.",OS#GENERAL,positive
,The feel of this machine compared to the old MacBook is far superior.,,
,"The Unibody construction is solid, sleek and beautiful.",LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#QUALITY,positive
,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#QUALITY,positive
,"For the not so good, I got the stock screen - which is VERY glossy.",DISPLAY#MISCELLANEOUS,negative
,,DISPLAY#QUALITY,negative
,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,DISPLAY#DESIGN_FEATURES,positive
,,DISPLAY#QUALITY,positive
,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,DISPLAY#QUALITY,neutral
,,DISPLAY#USABILITY,neutral
,My real problem with it?,,
,The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,BATTERY#OPERATION_PERFORMANCE,negative
,I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,BATTERY#OPERATION_PERFORMANCE,negative
,The first full charge of this battery got me only about 2 full hours.,BATTERY#OPERATION_PERFORMANCE,negative
,Enabling the battery timer is useless.,BATTERY#MISCELLANEOUS,negative
,"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",BATTERY#MISCELLANEOUS,negative
,It's a joke.,,
,It's so bad that I'm thinking I only got half a battery or something.,BATTERY#MISCELLANEOUS,negative
,I know what 7 hrs of battery looks like.,BATTERY#OPERATION_PERFORMANCE,negative
,This ain't it.,,
,My only other complaint is that it gets really hot.:-),LAPTOP#QUALITY,positive
,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",BATTERY#OPERATION_PERFORMANCE,negative
,,LAPTOP#GENERAL,positive
318,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",LAPTOP#GENERAL,positive
,,CPU#MISCELLANEOUS,neutral
,,LAPTOP#DESIGN_FEATURES,negative
,,LAPTOP#USABILITY,negative
,Other than that its a great performing machine and well meets all my needs and more.,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#GENERAL,positive
,Great product by Apple with the new great looking design.,LAPTOP#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,COMPANY#GENERAL,positive
121,"This computer was bought because I wanted ""top of the line"", fast, reliable, HA.",,
,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",HARD_DISC#QUALITY,negative
,,MOTHERBOARD#QUALITY,negative
,,OPTICAL_DRIVES#QUALITY,negative
,,SUPPORT#QUALITY,negative
,,LAPTOP#QUALITY,negative
,"It was slow, locked up, and also had hardware replaced after only 2 months!",LAPTOP#OPERATION_PERFORMANCE,negative
,,HARDWARE#QUALITY,negative
,"So, buyers beware!",LAPTOP#GENERAL,negative
366,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,,
,So we exchanged it for the same on and after 2 hours it didn't work.,,
,I went with him and we picked this one.,,
,"It is made better, thicker, and all out tough!",LAPTOP#QUALITY,positive
,,LAPTOP#DESIGN_FEATURES,positive
,I droped this once from thetable when my baby girl grabed me one day and IT is still working with NO issues!,LAPTOP#QUALITY,positive
,"I love the easy to see screen, and It works well for work, persoal or just play.",DISPLAY#USABILITY,positive
,,LAPTOP#MISCELLANEOUS,positive
,I tell everyone I see out looking to get this or another Toshiba.,LAPTOP#GENERAL,positive
,,COMPANY#GENERAL,positive
,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",,
,My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!,COMPANY#GENERAL,positive
,"I just love this lap top, I just wish it were all silver or they had all black.",LAPTOP#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,neutral
,That is my only complaint!,LAPTOP#DESIGN_FEATURES,negative
,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,positive
,WOULD PAY MORE FOR IT IF I HAD TOO!,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,positive
300,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,,
,It still serves me well both in business and home needs.,,
,"It is, however, very heavy.",,
,I recently purchased the mini and absolutely love it!,LAPTOP#GENERAL,positive
,It meets all my needs for work and pleasure while traveling.,LAPTOP#MISCELLANEOUS,positive
,,LAPTOP#PORTABILITY,positive
,I am totally satisfied with my little toshie!,LAPTOP#GENERAL,positive
175,From the moment I opened the box to the present it has been a great joy.,LAPTOP#GENERAL,positive
,"It is always reliable, never bugged and responds well.",LAPTOP#QUALITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,I love the operating system and the preloaded software.,OS#GENERAL,positive
,,SOFTWARE#GENERAL,positive
288,I am a freelance graphic artist.,,
,I need graphic power to run my Adobe Creative apps efficiently.,,
,This machine delivers.,LAPTOP#OPERATION_PERFORMANCE,positive
,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,,
,It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,LAPTOP#DESIGN_FEATURES,positive
,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,,
,It is a bit heavy.,LAPTOP#DESIGN_FEATURES,negative
,It would be a load on long trips where a lot of walking is required.,LAPTOP#PORTABILITY,negative
,"If that is the case for you, I would suggest a pull-behind solution when looking at cases.",,
,Had some trouble finding a case that it would fit in.,LAPTOP#DESIGN_FEATURES,negative
,"This is an over-sized, 18-inch laptop.",LAPTOP#DESIGN_FEATURES,negative
,Most of the large bags are for a 17 inch.,,
,You may need to special order a bag.,,
,It wouldn't fit in most 17-inch bags.,LAPTOP#PORTABILITY,negative
,I was disappointed when I realized that the keyboard doesn't light up on this model.,KEYBOARD#DESIGN_FEATURES,negative
,It also does not have bluetooth.,LAPTOP#DESIGN_FEATURES,negative
,Pay attention to the specs if you want these options.,,
,You'll need to upgrade and pay a little more for them.,LAPTOP#DESIGN_FEATURES,negative
,I should have been more observant.,,
,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",LAPTOP#DESIGN_FEATURES,negative
,They are not.,,
,"Overall, still a very nice machine.",LAPTOP#GENERAL,positive
